;Id;username;party;text;created_at;retweet_count;favorite_count;language;text_modif;traducciones;day;month;year
16;16;santirodriguez;ppc;"A Comissió d'empresa explicant les conseqüències del procès sobre les inversions a Catalunya.
@PPCatalunya 

";2018-10-19 16:35:46;2;4;ca;"A Comissió d'empresa explicant les conseqüències del procès sobre les inversions a Catalunya.
@PPCatalunya 

";A Comissió d'empresa explicant les conseqüències del procès sobre les inversions a Catalunya. @PPCatalunya ;19;10;2018
17;17;santirodriguez;ppc;.@rogertorrent tenies l'oportunitat de posicionar-te contra la violencia i no ho has fet. No ens sentim representats!;2018-03-25 20:14:01;27;52;ca;.@rogertorrent tenies l'oportunitat de posicionar-te contra la violencia i no ho has fet. No ens sentim representats!;.@rogertorrent tenies l'oportunitat de posicionar-te contra la violencia i no ho has fet. No ens sentim representats! ;25;3;2018
18;18;albert_rivera;cs;“Democracia y libertad es lo que representa y significa para España, para el pueblo español, nuestra Constitución”. Magnífica intervención del Jefe del Estado reivindicando los valores que hacen de España una gran nación. #PremiosPrincesaDeAsturias ;2018-10-19 19:47:41;2004;4826;es;“Democracia y libertad es lo que representa y significa para España, para el pueblo español, nuestra Constitución”. Magnífica intervención del Jefe del Estado reivindicando los valores que hacen de España una gran nación. #PremiosPrincesaDeAsturias ;"""Democràcia i llibertat és el que representa i significa per a Espanya, per al poble espanyol, la nostra Constitució"". Magnífica intervenció del cap de l'Estat reivindicant els valors que fan d'Espanya una gran nació. #PremiosPrincesaDeAsturias ";19;10;2018
19;19;albiol_xg;ppc;En la cena de #PremioPlaneta2018. Un referente internacional al que el @govern le ha dado plantón. Que pena de gente... ;2018-10-15 20:06:24;57;161;es;En la cena de #PremioPlaneta2018. Un referente internacional al que el @govern le ha dado plantón. Que pena de gente... ;En el sopar de # PremioPlaneta2018. Un referent internacional al qual el @govern li ha plantat. Que pena de gent ... ;15;10;2018
20;20;jaumecollboni;psc;La meva condemna als alderulls d’aquest vespre. Els carrers i les places són de tots i totes, i les hem de viure amb respecte. Les manifestacions violentes no tenen cabuda a Barcelona. ;2018-10-18 20:13:25;25;61;ca;La meva condemna als alderulls d’aquest vespre. Els carrers i les places són de tots i totes, i les hem de viure amb respecte. Les manifestacions violentes no tenen cabuda a Barcelona. ;La meva condemna als alderulls d’aquest vespre. Els carrers i les places són de tots i totes, i les hem de viure amb respecte. Les manifestacions violentes no tenen cabuda a Barcelona. ;18;10;2018
21;21;adacolau;comuns;One year ago BCN suffered one of the worst attacks in its history.They hurt us deeply, but they didn't infect us with their hatred.We're a city of peace proud of our diversity. Tomorrow is a day to express our solidarity with the victims and loved ones with tenderness and respect ;2018-08-16 19:15:48;148;280;en;One year ago BCN suffered one of the worst attacks in its history.They hurt us deeply, but they didn't infect us with their hatred.We're a city of peace proud of our diversity. Tomorrow is a day to express our solidarity with the victims and loved ones with tenderness and respect ;Fa un any, BCN va patir un dels pitjors atacs de la seva història. Ens van ferir profundament, però no ens van infectar amb el seu odi. Som una ciutat de pau orgullosa de la nostra diversitat. Demà és un dia expressar la nostra solidaritat amb les víctimes i els éssers estimats amb tendresa i respecte ;16;8;2018
22;22;albert_rivera;cs;En esta tribuna ⁦@nachoprendes⁩ explica el vergonzoso cambalache para controlar el Poder Judicial de PPSOE con Podemos.  ;2018-11-15 13:52:38;166;246;es;En esta tribuna ⁦@nachoprendes⁩ explica el vergonzoso cambalache para controlar el Poder Judicial de PPSOE con Podemos.  ;En aquesta tribuna @nachoprendes explica el vergonyós cambalache per controlar el poder judicial de PPSOE amb Podem. ;15;11;2018
23;23;jaumecollboni;psc;L’enhorabona @annaterronc per l’oportunitat de posar tot el teu coneixement, la teva experiència i bagatge en relacions internacionals el servei d’estrènyer els nostres llaços amb els països germans d’Iberoamerica ;2018-09-21 15:21:31;3;9;ca;L’enhorabona @annaterronc per l’oportunitat de posar tot el teu coneixement, la teva experiència i bagatge en relacions internacionals el servei d’estrènyer els nostres llaços amb els països germans d’Iberoamerica ;L’enhorabona @annaterronc per l’oportunitat de posar tot el teu coneixement, la teva experiència i bagatge en relacions internacionals el servei d’estrènyer els nostres llaços amb els països germans d’Iberoamerica ;21;9;2018
24;24;krls;jxcat;"Per molts anys @joseprull puguis veure la vida que tens per davant, amb els teus. Recorrent el camí de la llibertat, els drets civils, la no violència. Martin Luther King, Jr. en parla al seu ""Why We Can't Wait"" i les seves frases finals ens continuen inspirant. @AmicsJosepRull ";2018-09-02 08:57:01;1526;4894;ca;"Per molts anys @joseprull puguis veure la vida que tens per davant, amb els teus. Recorrent el camí de la llibertat, els drets civils, la no violència. Martin Luther King, Jr. en parla al seu ""Why We Can't Wait"" i les seves frases finals ens continuen inspirant. @AmicsJosepRull ";"Per molts anys @joseprull puguis veure la vida que tens per davant, amb els teus. Recorrent el camí de la llibertat, els drets civils, la no violència. Martin Luther King, Jr. en parla al seu ""Why We Can't Wait"" i les seves frases finals ens continuen inspirant. @AmicsJosepRull ";2;9;2018
25;25;albert_rivera;cs;🎙El mercadeo político en el Poder Judicial es malo para España y malo para la Justicia. La pregunta es: ¿por qué está tan contento el PP con ese pacto oscuro que daña nuestras instituciones y entrega a Sánchez-Iglesias el control del CGPJ? @HerreraenCOPE ;2018-11-14 09:06:43;499;688;es;🎙El mercadeo político en el Poder Judicial es malo para España y malo para la Justicia. La pregunta es: ¿por qué está tan contento el PP con ese pacto oscuro que daña nuestras instituciones y entrega a Sánchez-Iglesias el control del CGPJ? @HerreraenCOPE ;🎙El mercadeig polític en el poder judicial és dolent per a Espanya i dolent per a la Justícia. La pregunta és: per què està tan content el PP amb aquest pacte fosc que danya les nostres institucions i lliurament a Sánchez-Esglésies el control del CGPJ? @HerreraenCOPE ;14;11;2018
26;26;joantarda;erc;1. Molt d’acord amb el q diu @jordisanchezp avui al @diariARA Cal fer possible un referèndum efectiu. Fa temps que ho diem i així ho hem manifestat des del faristol del Congrés.;2018-07-29 07:53:30;148;375;ca;1. Molt d’acord amb el q diu @jordisanchezp avui al @diariARA Cal fer possible un referèndum efectiu. Fa temps que ho diem i així ho hem manifestat des del faristol del Congrés.;1. Molt d’acord amb el q diu @jordisanchezp avui al @diariARA Cal fer possible un referèndum efectiu. Fa temps que ho diem i així ho hem manifestat des del faristol del Congrés. ;29;7;2018
27;27;albert_rivera;cs;Así responde el Gobierno Sánchez a la pregunta clara de si se propone o no indultar a quienes dieron un golpe a nuestra democracia. Está muy claro por qué. 🎥👇🏻 ;2018-11-14 19:18:42;1445;1867;es;Así responde el Gobierno Sánchez a la pregunta clara de si se propone o no indultar a quienes dieron un golpe a nuestra democracia. Está muy claro por qué. 🎥👇🏻 ;Així respon el Govern Sánchez a la pregunta clara de si es proposa o no indultar els que van donar un cop a la nostra democràcia. Està molt clar per què. 🎥👇🏻 ;14;11;2018
28;28;xavierdomenechs;comuns;"Necesitamos que el morado de Podemos tiña la sociedad catalana. 

Mi entrevista en @cuartopoder sobre @podem_cat y la situación política en Catalunya. 

";2018-04-07 11:09:21;106;153;es;"Necesitamos que el morado de Podemos tiña la sociedad catalana. 

Mi entrevista en @cuartopoder sobre @podem_cat y la situación política en Catalunya. 

";Necessitem que el morat de Podem tinya la societat catalana. El meu entrevista a @cuartopoder sobre @podem_cat i la situació política a Catalunya. ;7;4;2018
29;29;albiol_xg;ppc;"📺 Seguimos con las entrevistas: a partir de las 13:30h en @DebatAlRojoVivo de @laSextaTV. 

¡Os espero! ";2018-08-20 08:11:31;16;36;es;"📺 Seguimos con las entrevistas: a partir de las 13:30h en @DebatAlRojoVivo de @laSextaTV. 

¡Os espero! ";📺 Seguim amb les entrevistes: a partir de les 13: 30h a @DebatAlRojoVivo de @laSextaTV. Us hi espero! ;20;8;2018
30;30;jaumecollboni;psc;No podemos permitirnos estos niveles de desigualdad. Debemos impulsar un crecimiento inclusivo, luchar contra la precariedad salarial y proteger los colectivos más vulnerables de la sociedad ;2018-09-27 09:45:51;9;12;es;No podemos permitirnos estos niveles de desigualdad. Debemos impulsar un crecimiento inclusivo, luchar contra la precariedad salarial y proteger los colectivos más vulnerables de la sociedad ;No ens podem permetre aquests nivells de desigualtat. Hem d'impulsar un creixement inclusiu, lluitar contra la precarietat salarial i protegir els col·lectius més vulnerables de la societat ;27;9;2018
31;31;inesarrimadas;cs;Después de décadas de gobierno socialista, los andaluces merecen y necesitan un cambio. Vamos a seguir trabajando para acabar con los enchufismos, los privilegios políticos, los impuestos injustos y la corrupción. Tenéis todo mi apoyo compañeros @Cs_Andalucia #MálagaNaranja ;2018-09-08 11:40:42;343;818;es;Después de décadas de gobierno socialista, los andaluces merecen y necesitan un cambio. Vamos a seguir trabajando para acabar con los enchufismos, los privilegios políticos, los impuestos injustos y la corrupción. Tenéis todo mi apoyo compañeros @Cs_Andalucia #MálagaNaranja ;Després de dècades de govern socialista, els andalusos mereixen i necessiten un canvi. Seguirem treballant per acabar amb els enchufismos, els privilegis polítics, els impostos injustos i la corrupció. Teniu tot el meu suport companys @Cs_Andalucia # MálagaNaranja ;8;9;2018
32;32;jaumecollboni;psc;Progresista, feminista, integrador, en defensa de la diversidad y del desarrollo sostenible. Mensaje esperanzador de @sanchezcastejon en la Asamblea General de la @ONU_es #HagamosUnPaísMejor 🌎🌹@socialistes_cat @PSOE  👇🏼;2018-09-28 09:14:18;25;54;es;Progresista, feminista, integrador, en defensa de la diversidad y del desarrollo sostenible. Mensaje esperanzador de @sanchezcastejon en la Asamblea General de la @ONU_es #HagamosUnPaísMejor 🌎🌹@socialistes_cat @PSOE  👇🏼;Progressista, feminista, integrador, en defensa de la diversitat i del desenvolupament sostenible. Missatge esperançador de @sanchezcastejon a l'Assemblea General de la @ONU_es # HagamosUnPaísMejor 🌎🌹 @ socialistes_cat @PSOE 👇🏼 ;28;9;2018
33;33;albert_rivera;cs;Tenemos que unirnos, no para reconstruir ‘la izquierda’ o ‘la derecha’, sino para construir un nuevo proyecto para todos los españoles. Sólo así derrotaremos a los adversarios de España y de Europa: el nacionalismo y el populismo. 🇪🇸🇪🇺 #AlsasuaCiudadana ;2018-11-04 13:35:46;1509;3654;es;Tenemos que unirnos, no para reconstruir ‘la izquierda’ o ‘la derecha’, sino para construir un nuevo proyecto para todos los españoles. Sólo así derrotaremos a los adversarios de España y de Europa: el nacionalismo y el populismo. 🇪🇸🇪🇺 #AlsasuaCiudadana ;Hem de unir-nos, no per reconstruir 'l'esquerra' o 'la dreta', sinó per construir un nou projecte per a tots els espanyols. Només així derrotarem als adversaris d'Espanya i d'Europa: el nacionalisme i el populisme. 🇪🇸🇪🇺 #AlsasuaCiudadana ;4;11;2018
34;34;albiol_xg;ppc;"En la inauguración de la nueva sede del Instituto de Investigación contra la leucemia @fcarreras, el centro científico más grande de Europa dedicado a investigar esta enfermedad. Un centro puntero para #Badalona 👌👌

#imparablescontralaleucemia ";2018-10-05 15:40:18;22;56;es;"En la inauguración de la nueva sede del Instituto de Investigación contra la leucemia @fcarreras, el centro científico más grande de Europa dedicado a investigar esta enfermedad. Un centro puntero para #Badalona 👌👌

#imparablescontralaleucemia ";A la inauguració de la nova seu de l'Institut de Recerca contra la leucèmia @fcarreras, el centre científic més gran d'Europa dedicat a investigar aquesta malaltia. Un centre punter per #Badalona 👌👌 #imparablescontralaleucemia ;5;10;2018
35;35;quimtorraipla;jxcat;"Un cop més, qui va a buscar la justícia fora de l’Estat espanyol la troba. 
Felicitats @valtonyc per seguir sent un ciutadà lliure a Europa i t’esperem aviat a la República Catalana. ";2018-09-17 08:58:58;2732;9279;ca;"Un cop més, qui va a buscar la justícia fora de l’Estat espanyol la troba. 
Felicitats @valtonyc per seguir sent un ciutadà lliure a Europa i t’esperem aviat a la República Catalana. ";Un cop més, qui va a buscar la justícia fora de l’Estat espanyol la troba. Felicitats @valtonyc per seguir sent un ciutadà lliure a Europa i t’esperem aviat a la República Catalana. ;17;9;2018
36;36;jaumecollboni;psc;😳 La gent no viu en cartells, plànols, ni maquetes. La realitat és que l’Ajuntament té 80 solars buits sense construir habitatge públic. ;2018-10-03 07:46:07;22;37;ca;😳 La gent no viu en cartells, plànols, ni maquetes. La realitat és que l’Ajuntament té 80 solars buits sense construir habitatge públic. ;😳 La gent no viu en cartells, plànols, ni maquetes. La realitat és que l’Ajuntament té 80 solars buits sense construir habitatge públic. ;3;10;2018
37;37;jaumecollboni;psc;Nunca el ruido del dinero debería ser más escuchado que la voz de los ciudadanos. ;2018-11-07 06:38:40;26;52;es;Nunca el ruido del dinero debería ser más escuchado que la voz de los ciudadanos. ;Mai el soroll dels diners hauria de ser més escoltat que la veu dels ciutadans. ;7;11;2018
38;38;joantarda;erc;El Grupo d’ @Esquerra_ERC defenderá  y votará el miércoles  día  12 en la Comisión Pactos de Toledo a través del diputado @jsalvadorduch que las pensiones se incrementen siempre  de acuerdo con  el IPC.;2018-09-08 07:05:12;126;377;es;El Grupo d’ @Esquerra_ERC defenderá  y votará el miércoles  día  12 en la Comisión Pactos de Toledo a través del diputado @jsalvadorduch que las pensiones se incrementen siempre  de acuerdo con  el IPC.;El Grup d '@Esquerra_ERC defensarà i votarà dimecres dia 12 a la Comissió Pactes de Toledo a través del diputat @jsalvadorduch que les pensions s'incrementin sempre d'acord amb l'IPC. ;8;9;2018
39;39;miqueliceta;psc;Hi ha una diferència entre les seves crítiques a la justícia i les nostres. Nosaltres ho fem des de la defensa de l'Estat de Dret, del poder judicial i de la Constitució. Ho fem dient que encara que no ens agradéssin, les acataríem igualment. ;2018-11-07 10:24:07;28;61;ca;Hi ha una diferència entre les seves crítiques a la justícia i les nostres. Nosaltres ho fem des de la defensa de l'Estat de Dret, del poder judicial i de la Constitució. Ho fem dient que encara que no ens agradéssin, les acataríem igualment. ;Hi ha una diferència entre les seves crítiques a la justícia i les nostres. Nosaltres ho fem des de la defensa de l'Estat de Dret, del poder judicial i de la Constitució. Ho fem dient que encara que no ens agradéssin, les acataríem igualment. ;7;11;2018
40;40;martarovira;erc;"(I) És el @parlament_cat qui escull el @govern de Catalunya. 
És el poble de #Catalunya qui elegeix el Parlament. 

De primer de #Democràcia";2017-09-23 16:31:13;551;1081;ca;"(I) És el @parlament_cat qui escull el @govern de Catalunya. 
És el poble de #Catalunya qui elegeix el Parlament. 

De primer de #Democràcia";(I) És el @parlament_cat qui escull el @govern de Catalunya. És el poble de #Catalunya qui elegeix el Parlament. De primer de #Democràcia ;23;9;2017
41;41;inesarrimadas;cs;Mañana hace un año que el separatismo violó los derechos de millones de catalanes y utilizó el Parlament para cometer una aberración democrática. Os espero mañana en Reus para seguir defendiendo la libertad, la democracia y la convivencia en Cataluña ;2018-10-26 20:33:54;477;1163;es;Mañana hace un año que el separatismo violó los derechos de millones de catalanes y utilizó el Parlament para cometer una aberración democrática. Os espero mañana en Reus para seguir defendiendo la libertad, la democracia y la convivencia en Cataluña ;Demà fa un any que el separatisme va violar els drets de milions de catalans i va utilitzar el Parlament per cometre una aberració democràtica. Us espero demà a Reus per seguir defensant la llibertat, la democràcia i la convivència a Catalunya ;26;10;2018
42;42;krls;jxcat;Gràcies  @PremisOctubre per la vostra solidaritat. Un honor poder-la sentir tan propera, malgrat les distàncies que imposen presó i exili. #PremisOctubre ;2018-10-28 16:20:48;393;1312;ca;Gràcies  @PremisOctubre per la vostra solidaritat. Un honor poder-la sentir tan propera, malgrat les distàncies que imposen presó i exili. #PremisOctubre ;Gràcies @PremisOctubre per la vostra solidaritat. Un honor poder-la sentir tan propera, malgrat les distàncies que imposen presó i exili. #PremisOctubre ;28;10;2018
43;43;jaumecollboni;psc;Hoy, en Barcelona, la Asociación Valenciana de Empresarios, AVE, convoca a todas las patronales a un nuevo acto en defensa de un eje ferroviario que Boira califica como “la infraestructura con mayor potencial de España” ;2018-09-27 06:48:51;8;9;es;Hoy, en Barcelona, la Asociación Valenciana de Empresarios, AVE, convoca a todas las patronales a un nuevo acto en defensa de un eje ferroviario que Boira califica como “la infraestructura con mayor potencial de España” ;"Avui, a Barcelona, l'Associació Valenciana d'Empresaris, AVE, convoca a totes les patronals a un nou acte en defensa d'un eix ferroviari que Boira qualifica com ""la infraestructura amb major potencial d'Espanya"" ";27;9;2018
44;44;xavierdomenechs;comuns;"“Per damunt de tot, cultura. Res no quedarà de l’esforç cívic dels nostres dies sense la pressió d’un ambient que ens porti a tots pels camins més càlids de la intel·ligència” 

(Editorial, “El Federal”, abril de 1931). 

Bon dia de la llibertat i la cultura. 

#SantJordi";2018-04-23 08:02:29;59;81;ca;"“Per damunt de tot, cultura. Res no quedarà de l’esforç cívic dels nostres dies sense la pressió d’un ambient que ens porti a tots pels camins més càlids de la intel·ligència” 

(Editorial, “El Federal”, abril de 1931). 

Bon dia de la llibertat i la cultura. 

#SantJordi";“Per damunt de tot, cultura. Res no quedarà de l’esforç cívic dels nostres dies sense la pressió d’un ambient que ens porti a tots pels camins més càlids de la intel·ligència” (Editorial, “El Federal”, abril de 1931). Bon dia de la llibertat i la cultura. #SantJordi ;23;4;2018
45;45;martarovira;erc;Avui hem registrat la Llei que regula el #referèndum. El dret a l’autodeterminació és inalienable i l’exercirem el proper 1 d’octubre! ;2017-07-31 14:03:02;285;435;ca;Avui hem registrat la Llei que regula el #referèndum. El dret a l’autodeterminació és inalienable i l’exercirem el proper 1 d’octubre! ;Avui hem registrat la Llei que regula el #referèndum. El dret a l’autodeterminació és inalienable i l’exercirem el proper 1 d’octubre! ;31;7;2017
46;46;albiol_xg;ppc;Resulta bastante sorprendente que el PSC se haya  abstenido hoy en el @parlamentcat en la propuesta de dimisión de @QuimTorraiPla que hemos presentado desde el @PPCatalunya. Aún queda alguna duda sobre si existe algún pacto oculto entre PSC y los independentistas??? ;2018-10-09 14:26:44;154;231;es;Resulta bastante sorprendente que el PSC se haya  abstenido hoy en el @parlamentcat en la propuesta de dimisión de @QuimTorraiPla que hemos presentado desde el @PPCatalunya. Aún queda alguna duda sobre si existe algún pacto oculto entre PSC y los independentistas??? ;Resulta bastant sorprenent que el PSC s'hagi abstingut avui al @parlamentcat en la proposta de dimissió de @QuimTorraiPla que hem presentat des del @PPCatalunya. Encara queda algun dubte sobre si existeix algun pacte ocult entre PSC i els independentistes ??? ;9;10;2018
47;47;quimtorraipla;jxcat;"“Cercàvem or i vam baixar a la mina. 
I la foscor s’il.luminà de sobte 
perquè érem dos a contradir la nit.”
Víctor Obiols llegeix Llibre d’Amic de Joan Vinyoli. Casa de la Paraula. Santa Coloma de Farners ⁦@catedravinyoli⁩ ⁦@AjSCFarners⁩ ";2018-11-17 19:30:39;29;120;ca;"“Cercàvem or i vam baixar a la mina. 
I la foscor s’il.luminà de sobte 
perquè érem dos a contradir la nit.”
Víctor Obiols llegeix Llibre d’Amic de Joan Vinyoli. Casa de la Paraula. Santa Coloma de Farners ⁦@catedravinyoli⁩ ⁦@AjSCFarners⁩ ";“Cercàvem or i vam baixar a la mina. I la foscor s’il.luminà de sobte perquè érem dos a contradir la nit.” Víctor Obiols llegeix Llibre d’Amic de Joan Vinyoli. Casa de la Paraula. Santa Coloma de Farners ⁦@catedravinyoli⁩ ⁦@AjSCFarners⁩ ;17;11;2018
